geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
ct,confirmed_incidence_num,2021-01-10,2021-01-11,1,0.0,,,state,usa-facts
dc,confirmed_incidence_num,2021-01-10,2021-01-11,1,334.0,,,state,usa-facts
de,confirmed_incidence_num,2021-01-10,2021-01-11,1,798.0,,,state,usa-facts
fl,confirmed_incidence_num,2021-01-10,2021-01-11,1,12313.0,,,state,usa-facts
ga,confirmed_incidence_num,2021-01-10,2021-01-18,8,7162.0,,,state,usa-facts
hi,confirmed_incidence_num,2021-01-10,2021-01-11,1,198.0,,,state,usa-facts
ia,confirmed_incidence_num,2021-01-10,2021-01-11,1,1330.0,,,state,usa-facts
id,confirmed_incidence_num,2021-01-10,2021-01-18,8,432.0,,,state,usa-facts
il,confirmed_incidence_num,2021-01-10,2021-01-18,8,4711.0,,,state,usa-facts
in,confirmed_incidence_num,2021-01-10,2021-01-11,1,5091.0,,,state,usa-facts
ks,confirmed_incidence_num,2021-01-10,2021-02-10,31,-11.0,,,state,usa-facts
ky,confirmed_incidence_num,2021-01-10,2021-02-10,31,3223.0,,,state,usa-facts
la,confirmed_incidence_num,2021-01-10,2021-01-18,8,5398.0,,,state,usa-facts
ma,confirmed_incidence_num,2021-01-10,2021-01-11,1,5396.0,,,state,usa-facts
md,confirmed_incidence_num,2021-01-10,2021-01-11,1,3310.0,,,state,usa-facts
me,confirmed_incidence_num,2021-01-10,2021-02-10,31,312.0,,,state,usa-facts
mi,confirmed_incidence_num,2021-01-10,2021-01-11,1,0.0,,,state,usa-facts
mn,confirmed_incidence_num,2021-01-10,2021-01-11,1,2159.0,,,state,usa-facts
mo,confirmed_incidence_num,2021-01-10,2021-01-11,1,2744.0,,,state,usa-facts
ms,confirmed_incidence_num,2021-01-10,2021-02-11,32,2214.0,,,state,usa-facts
mt,confirmed_incidence_num,2021-01-10,2021-01-18,8,222.0,,,state,usa-facts
nc,confirmed_incidence_num,2021-01-10,2021-01-18,8,8833.0,,,state,usa-facts
nd,confirmed_incidence_num,2021-01-10,2021-01-11,1,0.0,,,state,usa-facts
ne,confirmed_incidence_num,2021-01-10,2021-01-18,8,405.0,,,state,usa-facts
nh,confirmed_incidence_num,2021-01-10,2021-01-11,1,1448.0,,,state,usa-facts
nj,confirmed_incidence_num,2021-01-10,2021-01-11,1,5646.0,,,state,usa-facts
nm,confirmed_incidence_num,2021-01-10,2021-01-11,1,1203.0,,,state,usa-facts
nv,confirmed_incidence_num,2021-01-10,2021-01-11,1,2241.0,,,state,usa-facts
ny,confirmed_incidence_num,2021-01-10,2021-01-11,1,15355.0,,,state,usa-facts
oh,confirmed_incidence_num,2021-01-10,2021-01-11,1,6088.0,,,state,usa-facts
ok,confirmed_incidence_num,2021-01-10,2021-01-11,1,6487.0,,,state,usa-facts
or,confirmed_incidence_num,2021-01-10,2021-01-11,1,0.0,,,state,usa-facts
pa,confirmed_incidence_num,2021-01-10,2021-01-11,1,7506.0,,,state,usa-facts
ri,confirmed_incidence_num,2021-01-10,2021-01-11,1,0.0,,,state,usa-facts
sc,confirmed_incidence_num,2021-01-10,2021-01-11,1,4441.0,,,state,usa-facts
sd,confirmed_incidence_num,2021-01-10,2021-02-10,31,417.0,,,state,usa-facts
tn,confirmed_incidence_num,2021-01-10,2021-01-11,1,7419.0,,,state,usa-facts
tx,confirmed_incidence_num,2021-01-10,2021-02-10,31,17522.0,,,state,usa-facts
ut,confirmed_incidence_num,2021-01-10,2021-01-11,1,2266.0,,,state,usa-facts
va,confirmed_incidence_num,2021-01-10,2021-01-18,8,5141.0,,,state,usa-facts
vt,confirmed_incidence_num,2021-01-10,2021-01-11,1,177.0,,,state,usa-facts
wa,confirmed_incidence_num,2021-01-10,2021-01-18,8,0.0,,,state,usa-facts
wi,confirmed_incidence_num,2021-01-10,2021-01-11,1,2126.0,,,state,usa-facts
wv,confirmed_incidence_num,2021-01-10,2021-01-11,1,0.0,,,state,usa-facts
wy,confirmed_incidence_num,2021-01-10,2021-01-11,1,113.0,,,state,usa-facts
ak,confirmed_incidence_num,2021-01-11,2021-01-18,7,173.0,,,state,usa-facts
al,confirmed_incidence_num,2021-01-11,2021-02-10,30,2097.0,,,state,usa-facts
ar,confirmed_incidence_num,2021-01-11,2021-01-18,7,1268.0,,,state,usa-facts
az,confirmed_incidence_num,2021-01-11,2021-01-18,7,8995.0,,,state,usa-facts
ca,confirmed_incidence_num,2021-01-11,2021-01-18,7,39839.0,,,state,usa-facts
co,confirmed_incidence_num,2021-01-11,2021-01-18,7,1677.0,,,state,usa-facts
ct,confirmed_incidence_num,2021-01-11,2021-01-18,7,7364.0,,,state,usa-facts
dc,confirmed_incidence_num,2021-01-11,2021-01-18,7,202.0,,,state,usa-facts
de,confirmed_incidence_num,2021-01-11,2021-01-18,7,554.0,,,state,usa-facts
fl,confirmed_incidence_num,2021-01-11,2021-01-18,7,11576.0,,,state,usa-facts
ga,confirmed_incidence_num,2021-01-11,2021-01-18,7,6330.0,,,state,usa-facts
hi,confirmed_incidence_num,2021-01-11,2021-01-18,7,172.0,,,state,usa-facts
ia,confirmed_incidence_num,2021-01-11,2021-01-18,7,425.0,,,state,usa-facts
id,confirmed_incidence_num,2021-01-11,2021-01-18,7,572.0,,,state,usa-facts
il,confirmed_incidence_num,2021-01-11,2021-01-18,7,4776.0,,,state,usa-facts
in,confirmed_incidence_num,2021-01-11,2021-01-18,7,3685.0,,,state,usa-facts
ks,confirmed_incidence_num,2021-01-11,2021-01-18,7,5156.0,,,state,usa-facts
ky,confirmed_incidence_num,2021-01-11,2021-01-18,7,2065.0,,,state,usa-facts
la,confirmed_incidence_num,2021-01-11,2021-01-18,7,1405.0,,,state,usa-facts
ma,confirmed_incidence_num,2021-01-11,2021-01-18,7,0.0,,,state,usa-facts
md,confirmed_incidence_num,2021-01-11,2021-01-18,7,3012.0,,,state,usa-facts
me,confirmed_incidence_num,2021-01-11,2021-02-10,30,716.0,,,state,usa-facts
mi,confirmed_incidence_num,2021-01-11,2021-01-18,7,5129.0,,,state,usa-facts
mn,confirmed_incidence_num,2021-01-11,2021-01-18,7,979.0,,,state,usa-facts
mo,confirmed_incidence_num,2021-01-11,2021-01-18,7,1653.0,,,state,usa-facts
ms,confirmed_incidence_num,2021-01-11,2021-01-18,7,1227.0,,,state,usa-facts
mt,confirmed_incidence_num,2021-01-11,2021-01-18,7,329.0,,,state,usa-facts
nc,confirmed_incidence_num,2021-01-11,2021-01-18,7,5936.0,,,state,usa-facts
nd,confirmed_incidence_num,2021-01-11,2021-01-18,7,0.0,,,state,usa-facts
ne,confirmed_incidence_num,2021-01-11,2021-01-18,7,646.0,,,state,usa-facts
nh,confirmed_incidence_num,2021-01-11,2021-01-18,7,707.0,,,state,usa-facts
nj,confirmed_incidence_num,2021-01-11,2021-01-18,7,5334.0,,,state,usa-facts
nm,confirmed_incidence_num,2021-01-11,2021-01-18,7,930.0,,,state,usa-facts
nv,confirmed_incidence_num,2021-01-11,2021-01-18,7,1640.0,,,state,usa-facts
ny,confirmed_incidence_num,2021-01-11,2021-01-18,7,13714.0,,,state,usa-facts
oh,confirmed_incidence_num,2021-01-11,2021-01-18,7,7892.0,,,state,usa-facts
ok,confirmed_incidence_num,2021-01-11,2021-01-18,7,3885.0,,,state,usa-facts
or,confirmed_incidence_num,2021-01-11,2021-01-18,7,3760.0,,,state,usa-facts
pa,confirmed_incidence_num,2021-01-11,2021-01-18,7,5250.0,,,state,usa-facts
ri,confirmed_incidence_num,2021-01-11,2021-01-18,7,0.0,,,state,usa-facts
sc,confirmed_incidence_num,2021-01-11,2021-01-18,7,3129.0,,,state,usa-facts
sd,confirmed_incidence_num,2021-01-11,2021-02-10,30,181.0,,,state,usa-facts
tn,confirmed_incidence_num,2021-01-11,2021-01-18,7,3527.0,,,state,usa-facts
tx,confirmed_incidence_num,2021-01-11,2021-02-10,30,13325.0,,,state,usa-facts
ut,confirmed_incidence_num,2021-01-11,2021-01-18,7,1451.0,,,state,usa-facts
va,confirmed_incidence_num,2021-01-11,2021-01-18,7,4517.0,,,state,usa-facts
vt,confirmed_incidence_num,2021-01-11,2021-01-18,7,111.0,,,state,usa-facts
wa,confirmed_incidence_num,2021-01-11,2021-01-18,7,7598.0,,,state,usa-facts
wi,confirmed_incidence_num,2021-01-11,2021-01-18,7,1682.0,,,state,usa-facts
wv,confirmed_incidence_num,2021-01-11,2021-01-18,7,0.0,,,state,usa-facts
wy,confirmed_incidence_num,2021-01-11,2021-01-18,7,563.0,,,state,usa-facts
ak,confirmed_incidence_num,2021-01-12,2021-01-18,6,0.0,,,state,usa-facts
al,confirmed_incidence_num,2021-01-12,2021-01-18,6,3843.0,,,state,usa-facts
ar,confirmed_incidence_num,2021-01-12,2021-01-18,6,3209.0,,,state,usa-facts
az,confirmed_incidence_num,2021-01-12,2021-01-18,6,8559.0,,,state,usa-facts
ca,confirmed_incidence_num,2021-01-12,2021-01-18,6,36487.0,,,state,usa-facts
co,confirmed_incidence_num,2021-01-12,2021-01-18,6,1511.0,,,state,usa-facts
ct,confirmed_incidence_num,2021-01-12,2021-01-18,6,3689.0,,,state,usa-facts
dc,confirmed_incidence_num,2021-01-12,2021-01-18,6,430.0,,,state,usa-facts
de,confirmed_incidence_num,2021-01-12,2021-01-18,6,619.0,,,state,usa-facts
fl,confirmed_incidence_num,2021-01-12,2021-01-18,6,14896.0,,,state,usa-facts
ga,confirmed_incidence_num,2021-01-12,2021-01-18,6,5994.0,,,state,usa-facts
hi,confirmed_incidence_num,2021-01-12,2021-01-18,6,114.0,,,state,usa-facts
ia,confirmed_incidence_num,2021-01-12,2021-01-18,6,0.0,,,state,usa-facts
id,confirmed_incidence_num,2021-01-12,2021-01-18,6,1034.0,,,state,usa-facts
il,confirmed_incidence_num,2021-01-12,2021-01-18,6,6641.0,,,state,usa-facts
in,confirmed_incidence_num,2021-01-12,2021-01-18,6,3150.0,,,state,usa-facts
ks,confirmed_incidence_num,2021-01-12,2021-01-18,6,130.0,,,state,usa-facts
ky,confirmed_incidence_num,2021-01-12,2021-02-10,29,2977.0,,,state,usa-facts
la,confirmed_incidence_num,2021-01-12,2021-01-18,6,4699.0,,,state,usa-facts
ma,confirmed_incidence_num,2021-01-12,2021-01-18,6,9145.0,,,state,usa-facts
md,confirmed_incidence_num,2021-01-12,2021-01-18,6,2665.0,,,state,usa-facts
me,confirmed_incidence_num,2021-01-12,2021-02-10,29,829.0,,,state,usa-facts
mi,confirmed_incidence_num,2021-01-12,2021-01-18,6,2468.0,,,state,usa-facts
mn,confirmed_incidence_num,2021-01-12,2021-01-18,6,1315.0,,,state,usa-facts
mo,confirmed_incidence_num,2021-01-12,2021-01-18,6,2119.0,,,state,usa-facts
ms,confirmed_incidence_num,2021-01-12,2021-01-18,6,1648.0,,,state,usa-facts
mt,confirmed_incidence_num,2021-01-12,2021-01-18,6,424.0,,,state,usa-facts
nc,confirmed_incidence_num,2021-01-12,2021-01-18,6,6842.0,,,state,usa-facts
nd,confirmed_incidence_num,2021-01-12,2021-01-18,6,409.0,,,state,usa-facts
ne,confirmed_incidence_num,2021-01-12,2021-01-18,6,1004.0,,,state,usa-facts
nh,confirmed_incidence_num,2021-01-12,2021-01-18,6,841.0,,,state,usa-facts
nj,confirmed_incidence_num,2021-01-12,2021-01-18,6,4587.0,,,state,usa-facts
nm,confirmed_incidence_num,2021-01-12,2021-01-18,6,887.0,,,state,usa-facts
nv,confirmed_incidence_num,2021-01-12,2021-01-18,6,0.0,,,state,usa-facts
ny,confirmed_incidence_num,2021-01-12,2021-01-18,6,15214.0,,,state,usa-facts
oh,confirmed_incidence_num,2021-01-12,2021-01-18,6,7981.0,,,state,usa-facts
ok,confirmed_incidence_num,2021-01-12,2021-01-18,6,2209.0,,,state,usa-facts
or,confirmed_incidence_num,2021-01-12,2021-01-18,6,1173.0,,,state,usa-facts
pa,confirmed_incidence_num,2021-01-12,2021-01-18,6,7290.0,,,state,usa-facts
ri,confirmed_incidence_num,2021-01-12,2021-01-18,6,0.0,,,state,usa-facts
sc,confirmed_incidence_num,2021-01-12,2021-01-18,6,1703.0,,,state,usa-facts
sd,confirmed_incidence_num,2021-01-12,2021-01-18,6,242.0,,,state,usa-facts
tn,confirmed_incidence_num,2021-01-12,2021-01-18,6,3478.0,,,state,usa-facts
tx,confirmed_incidence_num,2021-01-12,2021-02-10,29,26649.0,,,state,usa-facts
ut,confirmed_incidence_num,2021-01-12,2021-01-18,6,2213.0,,,state,usa-facts
va,confirmed_incidence_num,2021-01-12,2021-01-18,6,4551.0,,,state,usa-facts
vt,confirmed_incidence_num,2021-01-12,2021-01-18,6,169.0,,,state,usa-facts
wa,confirmed_incidence_num,2021-01-12,2021-01-18,6,0.0,,,state,usa-facts
wi,confirmed_incidence_num,2021-01-12,2021-01-18,6,3255.0,,,state,usa-facts
wv,confirmed_incidence_num,2021-01-12,2021-01-18,6,0.0,,,state,usa-facts
wy,confirmed_incidence_num,2021-01-12,2021-01-18,6,677.0,,,state,usa-facts
ak,confirmed_incidence_num,2021-01-13,2021-02-11,29,404.0,,,state,usa-facts
al,confirmed_incidence_num,2021-01-13,2021-01-18,5,3145.0,,,state,usa-facts
ar,confirmed_incidence_num,2021-01-13,2021-01-18,5,2467.0,,,state,usa-facts
az,confirmed_incidence_num,2021-01-13,2021-01-18,5,5629.0,,,state,usa-facts
ca,confirmed_incidence_num,2021-01-13,2021-01-18,5,33750.0,,,state,usa-facts
co,confirmed_incidence_num,2021-01-13,2021-01-18,5,2435.0,,,state,usa-facts
ct,confirmed_incidence_num,2021-01-13,2021-01-18,5,3529.0,,,state,usa-facts
dc,confirmed_incidence_num,2021-01-13,2021-01-18,5,177.0,,,state,usa-facts
de,confirmed_incidence_num,2021-01-13,2021-01-18,5,727.0,,,state,usa-facts
fl,confirmed_incidence_num,2021-01-13,2021-01-18,5,13990.0,,,state,usa-facts
ga,confirmed_incidence_num,2021-01-13,2021-01-18,5,5666.0,,,state,usa-facts
hi,confirmed_incidence_num,2021-01-13,2021-01-18,5,106.0,,,state,usa-facts
ia,confirmed_incidence_num,2021-01-13,2021-01-18,5,3413.0,,,state,usa-facts
id,confirmed_incidence_num,2021-01-13,2021-01-18,5,0.0,,,state,usa-facts
il,confirmed_incidence_num,2021-01-13,2021-01-18,5,5862.0,,,state,usa-facts
in,confirmed_incidence_num,2021-01-13,2021-01-18,5,3648.0,,,state,usa-facts
ks,confirmed_incidence_num,2021-01-13,2021-01-18,5,0.0,,,state,usa-facts
ky,confirmed_incidence_num,2021-01-13,2021-02-11,29,4609.0,,,state,usa-facts
la,confirmed_incidence_num,2021-01-13,2021-01-18,5,2902.0,,,state,usa-facts
ma,confirmed_incidence_num,2021-01-13,2021-01-18,5,5278.0,,,state,usa-facts
md,confirmed_incidence_num,2021-01-13,2021-01-18,5,2516.0,,,state,usa-facts
me,confirmed_incidence_num,2021-01-13,2021-02-10,28,805.0,,,state,usa-facts
mi,confirmed_incidence_num,2021-01-13,2021-01-18,5,3125.0,,,state,usa-facts
mn,confirmed_incidence_num,2021-01-13,2021-01-18,5,1488.0,,,state,usa-facts
mo,confirmed_incidence_num,2021-01-13,2021-01-18,5,2053.0,,,state,usa-facts
ms,confirmed_incidence_num,2021-01-13,2021-01-18,5,1942.0,,,state,usa-facts
mt,confirmed_incidence_num,2021-01-13,2021-01-18,5,576.0,,,state,usa-facts
nc,confirmed_incidence_num,2021-01-13,2021-01-18,5,5107.0,,,state,usa-facts
nd,confirmed_incidence_num,2021-01-13,2021-01-18,5,175.0,,,state,usa-facts
ne,confirmed_incidence_num,2021-01-13,2021-02-11,29,1503.0,,,state,usa-facts
nh,confirmed_incidence_num,2021-01-13,2021-01-18,5,977.0,,,state,usa-facts
nj,confirmed_incidence_num,2021-01-13,2021-01-18,5,7880.0,,,state,usa-facts
nm,confirmed_incidence_num,2021-01-13,2021-01-18,5,1145.0,,,state,usa-facts
nv,confirmed_incidence_num,2021-01-13,2021-01-18,5,2583.0,,,state,usa-facts
ny,confirmed_incidence_num,2021-01-13,2021-01-18,5,14577.0,,,state,usa-facts
oh,confirmed_incidence_num,2021-01-13,2021-01-18,5,6701.0,,,state,usa-facts
ok,confirmed_incidence_num,2021-01-13,2021-01-18,5,3908.0,,,state,usa-facts
or,confirmed_incidence_num,2021-01-13,2021-01-18,5,1329.0,,,state,usa-facts
pa,confirmed_incidence_num,2021-01-13,2021-01-18,5,8028.0,,,state,usa-facts
ri,confirmed_incidence_num,2021-01-13,2021-01-18,5,7553.0,,,state,usa-facts
sc,confirmed_incidence_num,2021-01-13,2021-01-18,5,6021.0,,,state,usa-facts
sd,confirmed_incidence_num,2021-01-13,2021-01-18,5,452.0,,,state,usa-facts
tn,confirmed_incidence_num,2021-01-13,2021-01-18,5,4624.0,,,state,usa-facts
tx,confirmed_incidence_num,2021-01-13,2021-02-10,28,23610.0,,,state,usa-facts
ut,confirmed_incidence_num,2021-01-13,2021-01-18,5,5053.0,,,state,usa-facts
va,confirmed_incidence_num,2021-01-13,2021-01-18,5,4621.0,,,state,usa-facts
vt,confirmed_incidence_num,2021-01-13,2021-01-18,5,121.0,,,state,usa-facts
wa,confirmed_incidence_num,2021-01-13,2021-01-18,5,0.0,,,state,usa-facts
wi,confirmed_incidence_num,2021-01-13,2021-01-18,5,2823.0,,,state,usa-facts
wv,confirmed_incidence_num,2021-01-13,2021-01-18,5,0.0,,,state,usa-facts
wy,confirmed_incidence_num,2021-01-13,2021-01-18,5,217.0,,,state,usa-facts
ak,confirmed_incidence_num,2021-01-14,2021-01-18,4,326.0,,,state,usa-facts
al,confirmed_incidence_num,2021-01-14,2021-01-18,4,3591.0,,,state,usa-facts
ar,confirmed_incidence_num,2021-01-14,2021-01-18,4,2491.0,,,state,usa-facts
az,confirmed_incidence_num,2021-01-14,2021-01-18,4,7311.0,,,state,usa-facts
ca,confirmed_incidence_num,2021-01-14,2021-02-10,27,35928.0,,,state,usa-facts
co,confirmed_incidence_num,2021-01-14,2021-01-18,4,2405.0,,,state,usa-facts
ct,confirmed_incidence_num,2021-01-14,2021-01-18,4,968.0,,,state,usa-facts
dc,confirmed_incidence_num,2021-01-14,2021-01-18,4,220.0,,,state,usa-facts
de,confirmed_incidence_num,2021-01-14,2021-01-18,4,892.0,,,state,usa-facts
fl,confirmed_incidence_num,2021-01-14,2021-01-18,4,13720.0,,,state,usa-facts
ga,confirmed_incidence_num,2021-01-14,2021-01-18,4,6364.0,,,state,usa-facts
hi,confirmed_incidence_num,2021-01-14,2021-02-11,28,767.0,,,state,usa-facts
ia,confirmed_incidence_num,2021-01-14,2021-01-18,4,1163.0,,,state,usa-facts
id,confirmed_incidence_num,2021-01-14,2021-01-18,4,2084.0,,,state,usa-facts
il,confirmed_incidence_num,2021-01-14,2021-01-18,4,6651.0,,,state,usa-facts
in,confirmed_incidence_num,2021-01-14,2021-01-18,4,4381.0,,,state,usa-facts
ks,confirmed_incidence_num,2021-01-14,2021-02-10,27,4532.0,,,state,usa-facts
ky,confirmed_incidence_num,2021-01-14,2021-01-18,4,4064.0,,,state,usa-facts
la,confirmed_incidence_num,2021-01-14,2021-01-18,4,5313.0,,,state,usa-facts
ma,confirmed_incidence_num,2021-01-14,2021-01-18,4,5545.0,,,state,usa-facts
md,confirmed_incidence_num,2021-01-14,2021-01-18,4,2948.0,,,state,usa-facts
me,confirmed_incidence_num,2021-01-14,2021-02-10,27,825.0,,,state,usa-facts
mi,confirmed_incidence_num,2021-01-14,2021-01-18,4,3298.0,,,state,usa-facts
mn,confirmed_incidence_num,2021-01-14,2021-01-18,4,1581.0,,,state,usa-facts
mo,confirmed_incidence_num,2021-01-14,2021-01-18,4,2774.0,,,state,usa-facts
ms,confirmed_incidence_num,2021-01-14,2021-01-18,4,1948.0,,,state,usa-facts
mt,confirmed_incidence_num,2021-01-14,2021-01-18,4,457.0,,,state,usa-facts
nc,confirmed_incidence_num,2021-01-14,2021-01-18,4,9853.0,,,state,usa-facts
nd,confirmed_incidence_num,2021-01-14,2021-02-10,27,242.0,,,state,usa-facts
ne,confirmed_incidence_num,2021-01-14,2021-02-11,28,915.0,,,state,usa-facts
nh,confirmed_incidence_num,2021-01-14,2021-01-18,4,653.0,,,state,usa-facts
nj,confirmed_incidence_num,2021-01-14,2021-01-18,4,7097.0,,,state,usa-facts
nm,confirmed_incidence_num,2021-01-14,2021-01-18,4,1424.0,,,state,usa-facts
nv,confirmed_incidence_num,2021-01-14,2021-01-18,4,3222.0,,,state,usa-facts
ny,confirmed_incidence_num,2021-01-14,2021-01-18,4,13661.0,,,state,usa-facts
oh,confirmed_incidence_num,2021-01-14,2021-01-18,4,7654.0,,,state,usa-facts
ok,confirmed_incidence_num,2021-01-14,2021-02-11,28,3142.0,,,state,usa-facts
or,confirmed_incidence_num,2021-01-14,2021-01-18,4,1137.0,,,state,usa-facts
pa,confirmed_incidence_num,2021-01-14,2021-01-18,4,7167.0,,,state,usa-facts
ri,confirmed_incidence_num,2021-01-14,2021-01-18,4,0.0,,,state,usa-facts
sc,confirmed_incidence_num,2021-01-14,2021-01-18,4,5802.0,,,state,usa-facts
sd,confirmed_incidence_num,2021-01-14,2021-02-10,27,318.0,,,state,usa-facts
tn,confirmed_incidence_num,2021-01-14,2021-01-18,4,4984.0,,,state,usa-facts
tx,confirmed_incidence_num,2021-01-14,2021-02-10,27,24973.0,,,state,usa-facts
ut,confirmed_incidence_num,2021-01-14,2021-01-18,4,2821.0,,,state,usa-facts
va,confirmed_incidence_num,2021-01-14,2021-01-18,4,5288.0,,,state,usa-facts
vt,confirmed_incidence_num,2021-01-14,2021-01-18,4,204.0,,,state,usa-facts
wa,confirmed_incidence_num,2021-01-14,2021-01-18,4,12182.0,,,state,usa-facts
wi,confirmed_incidence_num,2021-01-14,2021-01-18,4,3140.0,,,state,usa-facts
wv,confirmed_incidence_num,2021-01-14,2021-01-18,4,7376.0,,,state,usa-facts
wy,confirmed_incidence_num,2021-01-14,2021-01-18,4,412.0,,,state,usa-facts
ak,confirmed_incidence_num,2021-01-15,2021-01-18,3,292.0,,,state,usa-facts
al,confirmed_incidence_num,2021-01-15,2021-01-18,3,2952.0,,,state,usa-facts
ar,confirmed_incidence_num,2021-01-15,2021-01-18,3,3124.0,,,state,usa-facts
az,confirmed_incidence_num,2021-01-15,2021-01-18,3,9146.0,,,state,usa-facts
ca,confirmed_incidence_num,2021-01-15,2021-01-21,6,42642.0,,,state,usa-facts
co,confirmed_incidence_num,2021-01-15,2021-01-18,3,2282.0,,,state,usa-facts
ct,confirmed_incidence_num,2021-01-15,2021-01-18,3,1878.0,,,state,usa-facts
dc,confirmed_incidence_num,2021-01-15,2021-01-18,3,320.0,,,state,usa-facts
de,confirmed_incidence_num,2021-01-15,2021-01-18,3,662.0,,,state,usa-facts
fl,confirmed_incidence_num,2021-01-15,2021-01-18,3,16875.0,,,state,usa-facts
ga,confirmed_incidence_num,2021-01-15,2021-01-18,3,7345.0,,,state,usa-facts
hi,confirmed_incidence_num,2021-01-15,2021-02-11,27,-409.0,,,state,usa-facts
ia,confirmed_incidence_num,2021-01-15,2021-01-18,3,1346.0,,,state,usa-facts
id,confirmed_incidence_num,2021-01-15,2021-01-18,3,1113.0,,,state,usa-facts
il,confirmed_incidence_num,2021-01-15,2021-01-18,3,6640.0,,,state,usa-facts
in,confirmed_incidence_num,2021-01-15,2021-01-18,3,4672.0,,,state,usa-facts
ks,confirmed_incidence_num,2021-01-15,2021-01-18,3,3926.0,,,state,usa-facts
ky,confirmed_incidence_num,2021-01-15,2021-01-18,3,3914.0,,,state,usa-facts
la,confirmed_incidence_num,2021-01-15,2021-01-18,3,3705.0,,,state,usa-facts
ma,confirmed_incidence_num,2021-01-15,2021-01-18,3,5074.0,,,state,usa-facts
md,confirmed_incidence_num,2021-01-15,2021-01-18,3,2924.0,,,state,usa-facts
me,confirmed_incidence_num,2021-01-15,2021-02-10,26,439.0,,,state,usa-facts
mi,confirmed_incidence_num,2021-01-15,2021-01-18,3,2990.0,,,state,usa-facts
mn,confirmed_incidence_num,2021-01-15,2021-01-18,3,1627.0,,,state,usa-facts
mo,confirmed_incidence_num,2021-01-15,2021-01-18,3,2262.0,,,state,usa-facts
ms,confirmed_incidence_num,2021-01-15,2021-01-18,3,2342.0,,,state,usa-facts
mt,confirmed_incidence_num,2021-01-15,2021-01-18,3,525.0,,,state,usa-facts
nc,confirmed_incidence_num,2021-01-15,2021-01-18,3,8914.0,,,state,usa-facts
nd,confirmed_incidence_num,2021-01-15,2021-02-10,26,221.0,,,state,usa-facts
ne,confirmed_incidence_num,2021-01-15,2021-02-11,27,780.0,,,state,usa-facts
nh,confirmed_incidence_num,2021-01-15,2021-01-18,3,722.0,,,state,usa-facts
nj,confirmed_incidence_num,2021-01-15,2021-01-18,3,6369.0,,,state,usa-facts
